url,last_scraped
https://www.gpw.pl/spolka?isin=PLMVGMS00011,2025-06-29 13:01:51.795449
https://www.gpw.pl/spolka?isin=PLMWTRD00013,2025-06-29 13:02:07.930565
https://www.gpw.pl/spolka?isin=PLMXCMS00016,2025-06-29 13:02:20.906452
https://www.gpw.pl/spolka?isin=PLNCTLC00018,2025-06-29 13:02:38.426621
https://www.gpw.pl/spolka?isin=PLNEPTS00011,2025-06-29 13:02:56.321087
https://www.gpw.pl/spolka?isin=PLNEWAG00012,2025-06-29 13:03:09.822041
https://www.gpw.pl/spolka?isin=PLNFI0400015,2025-06-29 13:03:20.400243
https://www.gpw.pl/spolka?isin=PLNFI0500012,2025-06-29 13:03:36.104332
https://www.gpw.pl/spolka?isin=PLNFI0600010,2025-06-29 13:03:48.938593
https://www.gpw.pl/spolka?isin=PLNFI0700018,2025-06-29 13:04:04.686638
https://www.gpw.pl/spolka?isin=PLNFI0800016,2025-06-29 13:04:15.746107
https://www.gpw.pl/spolka?isin=PLNFI1000012,2025-06-29 13:04:30.752838
https://www.gpw.pl/spolka?isin=PLNFI1200018,2025-06-29 13:04:48.026011
https://www.gpw.pl/spolka?isin=PLNNGRP00011,2025-06-29 13:04:58.985209
https://www.gpw.pl/spolka?isin=PLNTSYS00013,2025-06-29 13:05:14.160982
https://www.gpw.pl/spolka?isin=PLNVITA00018,2025-06-29 13:05:28.177914
https://www.gpw.pl/spolka?isin=PLODLPL00013,2025-06-29 13:05:44.912375
https://www.gpw.pl/spolka?isin=PLODRTS00017,2025-06-29 13:06:00.772798
https://www.gpw.pl/spolka?isin=PLONCTH00011,2025-06-29 13:06:11.785570
https://www.gpw.pl/spolka?isin=PLONDE000018,2025-06-29 13:06:23.045397
https://www.gpw.pl/spolka?isin=PLOPNPL00013,2025-06-29 13:06:37.153681
https://www.gpw.pl/spolka?isin=PLOPTEM00012,2025-06-29 13:06:52.526309
https://www.gpw.pl/spolka?isin=PLOPTTC00011,2025-06-29 13:07:03.346891
https://www.gpw.pl/spolka?isin=PLORZBL00013,2025-06-29 13:07:13.673687
https://www.gpw.pl/spolka?isin=PLPANVA00013,2025-06-29 13:07:29.865975
https://www.gpw.pl/spolka?isin=PLPBG0000029,2025-06-29 13:07:40.203752
https://www.gpw.pl/spolka?isin=PLPCCEX00010,2025-06-29 13:07:56.247335
https://www.gpw.pl/spolka?isin=PLPCCRK00076,2025-06-29 13:08:11.115335
https://www.gpw.pl/spolka?isin=PLPCFGR00010,2025-06-29 13:08:28.752156
https://www.gpw.pl/spolka?isin=PLPEKAO00016,2025-06-29 13:08:39.479575
https://www.gpw.pl/spolka?isin=PLPEKPL00010,2025-06-29 13:08:53.841416
https://www.gpw.pl/spolka?isin=PLPEPES00018,2025-06-29 13:09:08.237134
https://www.gpw.pl/spolka?isin=PLPGER000010,2025-06-29 13:09:18.996259
https://www.gpw.pl/spolka?isin=PLPHN0000014,2025-06-29 13:09:31.594000
https://www.gpw.pl/spolka?isin=PLPHRMN00011,2025-06-29 13:09:43.714143
https://www.gpw.pl/spolka?isin=PLPILAB00012,2025-06-29 13:09:55.265884
